student_id,school_name,grade_level_2019,program_name,map_term,subject,rit_score,percentile,quartile,typical_fall_to_spring_growth
15889,School G,0,,Fall,Math,,,,
15889,School G,0,,Spring,Math,161,55,3,
28169,School G,0,,Fall,Math,,,,
28169,School G,0,,Spring,Math,161,55,3,
12848,School G,0,,Fall,Math,,,,
12848,School G,0,,Spring,Math,139,7,1,
16514,School G,0,,Fall,Math,,,,
16514,School G,0,,Spring,Math,158,47,2,
26865,School F,0,Tier 2,Fall,Math,125,16,1,22
26865,School F,0,Tier 2,Spring,Math,138,6,1,
28926,School E,0,,Fall,Math,,,,
28926,School E,0,,Spring,Math,161,55,3,
27152,School G,1,,Fall,Math,,,,
27152,School G,1,,Spring,Math,180,48,2,
24773,School D,6,,Fall,Math,196,6,1,8
24773,School D,6,,Spring,Math,,,,
13879,School D,6,,Fall,Math,229,68,3,4
13879,School D,6,,Spring,Math,,,,
28744,School D,7,,Fall,Math,214,25,2,6
28744,School D,7,,Spring,Math,,,,
12169,School A,7,,Fall,Math,220,37,2,5
12169,School A,7,,Spring,Math,,,,
24197,School D,8,,Fall,Math,,,,
24197,School D,8,,Spring,Math,226,40,2,
27656,School D,8,,Fall,Math,199,5,1,6
27656,School D,8,,Spring,Math,,,,
29777,School E,0,,Fall,Math,133,32,2,21
29777,School E,0,,Spring,Math,,,,
17569,School E,1,,Fall,Reading,155,40,2,20
16350,School G,1,,Fall,Reading,155,40,2,20
18783,School G,1,Tier 2,Fall,Reading,155,40,2,20
19573,School G,1,Tier 2,Fall,Reading,148,21,1,21
14523,School G,1,,Fall,Reading,169,80,4,16
29073,School E,1,,Fall,Reading,195,99,4,11
10550,School G,1,,Fall,Reading,163,65,3,18
28485,School E,1,,Fall,Reading,191,99,4,12
17706,School E,1,SPED,Fall,Reading,167,76,4,17
22335,School F,1,,Fall,Reading,164,68,3,18
25653,School E,1,,Fall,Reading,159,53,3,19
19414,School G,1,,Fall,Reading,172,86,4,16
10871,School E,1,,Fall,Reading,169,80,4,16
10128,School E,1,,Fall,Reading,183,97,4,13
19396,School E,1,,Fall,Reading,154,37,2,20
21938,School E,1,,Fall,Reading,187,99,4,12
26409,School E,1,Tier 2,Fall,Reading,144,13,1,22
27548,School E,1,,Fall,Reading,189,99,4,12
23610,School E,1,,Fall,Reading,202,99,4,9
16050,School E,1,,Fall,Reading,172,86,4,16
15395,School E,1,,Fall,Reading,173,88,4,16
18691,School E,1,,Fall,Reading,172,86,4,16
12528,School F,1,,Fall,Reading,152,32,2,20
26710,School E,1,,Fall,Reading,179,95,4,14
26013,School G,1,,Fall,Reading,146,17,1,22
16803,School F,1,,Fall,Reading,162,62,3,18
26333,School E,1,,Fall,Reading,142,10,1,23
27476,School E,1,,Fall,Reading,174,89,4,15
13051,School E,1,,Fall,Reading,151,29,2,20
14842,School F,1,,Fall,Reading,167,76,4,17
18256,School E,1,,Fall,Reading,159,53,3,19
13200,School E,1,,Fall,Reading,164,68,3,18
10586,School E,1,,Fall,Reading,165,70,3,17
15697,School E,1,,Fall,Reading,189,99,4,12
21255,School E,1,,Fall,Reading,173,88,4,16
23579,School E,1,,Fall,Reading,186,98,4,12
27945,School E,1,,Fall,Reading,155,40,2,20
24912,School F,1,,Fall,Reading,149,24,1,21
11286,School F,1,,Fall,Reading,156,43,2,19
18174,School F,1,,Fall,Reading,168,78,4,17
12877,School F,1,,Fall,Reading,159,53,3,19
19448,School F,1,,Fall,Reading,181,96,4,14
14293,School F,1,,Fall,Reading,174,89,4,15
19599,School F,1,,Fall,Reading,154,37,2,20
23892,School G,1,,Fall,Reading,151,29,2,20
21223,School F,1,,Fall,Reading,160,56,3,18
16592,School F,1,,Fall,Reading,139,7,1,23
23651,School F,1,,Fall,Reading,151,29,2,20
21874,School G,1,Tier 2,Fall,Reading,152,31,2,20
12892,School F,1,,Fall,Reading,151,29,2,20
28467,School F,1,,Fall,Reading,155,40,2,20
20849,School F,1,,Fall,Reading,161,59,3,18
20347,School G,1,,Fall,Reading,158,50,3,19
18088,School F,1,,Fall,Reading,179,95,4,14
17521,School F,1,,Fall,Reading,161,59,3,18
20383,School F,1,,Fall,Reading,152,32,2,20
28939,School F,1,,Fall,Reading,171,84,4,16
27970,School F,1,,Fall,Reading,165,70,3,17
19052,School F,1,,Fall,Reading,160,56,3,18
19463,School F,1,,Fall,Reading,172,86,4,16
17787,School F,1,,Fall,Reading,153,34,2,20
28086,School F,1,,Fall,Reading,160,56,3,18
24557,School G,2,,Fall,Reading,164,17,1,14
28426,School F,2,,Fall,Reading,199,93,4,7
19809,School E,2,SPED,Fall,Reading,165,19,1,14
21976,School F,2,,Fall,Reading,198,92,4,7
22799,School G,2,,Fall,Reading,182,62,3,10
21233,School G,2,,Fall,Reading,181,60,3,10
22571,School G,2,,Fall,Reading,178,51,3,11
12106,School G,2,SPED,Fall,Reading,146,1,1,17
17002,School G,2,SPED,Fall,Reading,151,3,1,16
10158,School E,2,,Fall,Reading,198,92,4,7
20790,School E,2,,Fall,Reading,200,94,4,6
17232,School E,2,,Fall,Reading,176,46,2,11
21853,School G,2,Tier 2,Fall,Reading,153,4,1,16
29690,School C,6,,Spring,Reading,240,95,4,
15327,School B,6,,Spring,Reading,,,,
21019,School B,6,,Spring,Reading,,,,
29296,School B,6,,Spring,Reading,,,,
21818,School B,6,,Spring,Reading,,,,
12197,School B,6,,Spring,Reading,,,,
17693,School B,6,SPED,Spring,Reading,,,,
19494,School B,6,SPED,Spring,Reading,,,,
21367,School B,6,Gifted,Spring,Reading,,,,
12021,School B,6,,Spring,Reading,,,,
24609,School B,6,,Spring,Reading,,,,
29288,School B,6,,Spring,Reading,,,,
15369,School C,6,,Spring,Reading,,,,
19689,School C,6,,Spring,Reading,,,,
26464,School C,6,,Spring,Reading,,,,
26935,School C,6,,Spring,Reading,,,,
26852,School D,6,,Spring,Reading,,,,
23345,School D,6,,Spring,Reading,,,,
20634,School D,6,,Spring,Reading,,,,
11180,School D,6,,Spring,Reading,,,,
18240,School D,6,,Spring,Reading,,,,
18488,School D,6,,Spring,Reading,,,,
20682,School D,6,,Spring,Reading,,,,
14910,School D,6,,Spring,Reading,,,,
19702,School D,6,SPED,Spring,Reading,,,,
21826,School D,6,,Spring,Reading,,,,
25765,School D,6,,Spring,Reading,,,,
29077,School D,6,,Spring,Reading,,,,
26262,School D,7,,Spring,Reading,197,8,1,
27964,School D,8,Tier 2,Spring,Reading,211,28,2,
10250,School D,8,Tier 2,Spring,Reading,200,10,1,
13898,School G,1,SPED,Fall,Reading,161,59,3,18
13898,School G,1,SPED,Spring,Reading,175,43,2,
27795,School G,1,SPED,Fall,Reading,158,50,3,19
27795,School G,1,SPED,Spring,Reading,174,40,2,
22938,School E,1,,Fall,Reading,162,62,3,18
22938,School E,1,,Spring,Reading,178,51,3,
22431,School F,1,,Fall,Reading,162,62,3,18
22431,School F,1,,Spring,Reading,174,40,2,
18048,School E,1,,Fall,Reading,166,73,3,17
18048,School E,1,,Spring,Reading,181,59,3,
20392,School G,1,SPED,Fall,Reading,,,,
20392,School G,1,SPED,Spring,Reading,159,10,1,
14407,School E,1,SPED,Fall,Reading,151,29,2,20
14407,School E,1,SPED,Spring,Reading,153,5,1,
25452,School F,1,,Fall,Reading,183,97,4,13
25452,School F,1,,Spring,Reading,192,84,4,
19819,School G,1,,Fall,Reading,165,70,3,17
19819,School G,1,,Spring,Reading,181,59,3,
24621,School E,1,,Fall,Reading,183,97,4,13
24621,School E,1,,Spring,Reading,188,77,4,
10241,School F,1,,Fall,Reading,161,59,3,18
10241,School F,1,,Spring,Reading,176,46,2,
26151,School G,1,,Fall,Reading,164,68,3,18
26151,School G,1,,Spring,Reading,190,81,4,
25649,School E,1,,Fall,Reading,153,34,2,20
25649,School E,1,,Spring,Reading,181,60,3,
20881,School G,1,,Fall,Reading,180,96,4,14
20881,School G,1,,Spring,Reading,192,84,4,
22326,School F,1,,Fall,Reading,165,70,3,17
22326,School F,1,,Spring,Reading,185,70,3,
26626,School F,1,SPED,Fall,Reading,151,29,2,20
26626,School F,1,SPED,Spring,Reading,173,38,2,
28196,School G,1,,Fall,Reading,162,62,3,18
28196,School G,1,,Spring,Reading,174,40,2,
15104,School E,1,,Fall,Reading,161,59,3,18
15104,School E,1,,Spring,Reading,157,8,1,
23974,School G,1,,Fall,Reading,164,68,3,18
23974,School G,1,,Spring,Reading,201,95,4,
18086,School F,1,,Fall,Reading,168,78,4,17
18086,School F,1,,Spring,Reading,184,67,3,
22734,School E,1,,Fall,Reading,164,68,3,18
22734,School E,1,,Spring,Reading,201,95,4,
29075,School G,1,,Fall,Reading,163,65,3,18
29075,School G,1,,Spring,Reading,189,79,4,
26962,School E,1,,Fall,Reading,188,99,4,12
26962,School E,1,,Spring,Reading,204,97,4,
18109,School E,1,,Fall,Reading,169,80,4,16
18109,School E,1,,Spring,Reading,174,40,2,
29387,School G,1,,Fall,Reading,150,26,2,21
29387,School G,1,,Spring,Reading,168,26,2,
12367,School F,1,,Fall,Reading,171,84,4,16
12367,School F,1,,Spring,Reading,181,60,3,
11465,School F,1,,Fall,Reading,153,34,2,20
11465,School F,1,,Spring,Reading,174,40,2,
28217,School E,1,,Fall,Reading,182,97,4,14
28217,School E,1,,Spring,Reading,199,93,4,
20470,School G,1,,Fall,Reading,164,68,3,18
20470,School G,1,,Spring,Reading,181,60,3,
20048,School E,1,,Fall,Reading,167,76,4,17
20048,School E,1,,Spring,Reading,188,77,4,
27878,School F,1,,Fall,Reading,160,56,3,18
27878,School F,1,,Spring,Reading,168,26,2,
19127,School F,1,,Fall,Reading,175,91,4,15
19127,School F,1,,Spring,Reading,177,49,2,
22331,School E,1,,Fall,Reading,163,65,3,18
22331,School E,1,,Spring,Reading,165,19,1,
25826,School E,1,,Fall,Reading,153,34,2,20
25826,School E,1,,Spring,Reading,166,21,1,
22917,School G,1,SPED,Fall,Reading,151,29,2,20
22917,School G,1,SPED,Spring,Reading,159,10,1,
25379,School G,1,,Fall,Reading,172,86,4,16
25379,School G,1,,Spring,Reading,166,21,1,
11466,School G,1,,Fall,Reading,,,,
11466,School G,1,,Spring,Reading,170,30,2,
11519,School F,1,LEP,Fall,Reading,168,78,4,17
11519,School F,1,LEP,Spring,Reading,174,40,2,
26048,School G,1,,Fall,Reading,155,40,2,20
26048,School G,1,,Spring,Reading,182,62,3,
14712,School G,1,,Fall,Reading,185,98,4,13
14712,School G,1,,Spring,Reading,191,82,4,
19016,School E,1,,Fall,Reading,193,99,4,11
19016,School E,1,,Spring,Reading,194,87,4,
22820,School E,1,,Fall,Reading,178,94,4,14
22820,School E,1,,Spring,Reading,199,93,4,
22276,School F,1,,Fall,Reading,,,,
22276,School F,1,,Spring,Reading,182,62,3,
17371,School E,1,,Fall,Reading,183,97,4,13
17371,School E,1,,Spring,Reading,196,90,4,
23439,School G,1,,Fall,Reading,172,86,4,16
23439,School G,1,,Spring,Reading,182,62,3,
27828,School F,1,,Fall,Reading,,,,
27828,School F,1,,Spring,Reading,179,54,3,
17490,School F,1,,Fall,Reading,162,62,3,18
17490,School F,1,,Spring,Reading,190,81,4,
15616,School F,1,,Fall,Reading,161,59,3,18
15616,School F,1,,Spring,Reading,172,35,2,
20234,School G,1,SPED,Fall,Reading,145,15,1,22
20234,School G,1,SPED,Spring,Reading,147,2,1,
10537,School F,1,,Fall,Reading,177,93,4,15
10537,School F,1,,Spring,Reading,191,82,4,
19183,School F,1,,Fall,Reading,172,86,4,16
19183,School F,1,,Spring,Reading,174,40,2,
20295,School G,1,Tier 2,Fall,Reading,151,29,2,20
20295,School G,1,Tier 2,Spring,Reading,162,14,1,
22775,School E,1,,Fall,Reading,185,98,4,13
22775,School E,1,,Spring,Reading,195,89,4,
17907,School F,1,,Fall,Reading,159,53,3,19
17907,School F,1,,Spring,Reading,175,43,2,
16231,School F,1,,Fall,Reading,162,62,3,18
16231,School F,1,,Spring,Reading,169,28,2,
22598,School F,1,,Fall,Reading,175,91,4,15
22598,School F,1,,Spring,Reading,190,81,4,
16654,School F,1,,Fall,Reading,163,65,3,18
16654,School F,1,,Spring,Reading,182,62,3,
21418,School G,1,SPED,Fall,Reading,151,29,2,20
21418,School G,1,SPED,Spring,Reading,171,33,2,
23881,School G,1,,Fall,Reading,164,68,3,18
23881,School G,1,,Spring,Reading,185,70,3,
19283,School E,1,,Fall,Reading,190,99,4,12
19283,School E,1,,Spring,Reading,196,90,4,
21090,School G,1,,Fall,Reading,135,4,1,24
21090,School G,1,,Spring,Reading,176,46,2,
10451,School E,1,,Fall,Reading,,,,
10451,School E,1,,Spring,Reading,175,43,2,
16075,School E,1,,Fall,Reading,158,50,3,19
16075,School E,1,,Spring,Reading,153,5,1,
24998,School E,1,,Fall,Reading,158,50,3,19
24998,School E,1,,Spring,Reading,175,43,2,
29109,School E,1,,Fall,Reading,158,50,3,19
29109,School E,1,,Spring,Reading,169,28,2,
29131,School E,1,,Fall,Reading,161,59,3,18
29131,School E,1,,Spring,Reading,165,19,1,
13887,School E,1,,Fall,Reading,174,89,4,15
13887,School E,1,,Spring,Reading,189,79,4,
26182,School E,1,,Fall,Reading,164,68,3,18
26182,School E,1,,Spring,Reading,187,74,3,
21805,School E,1,,Fall,Reading,167,76,4,17
21805,School E,1,,Spring,Reading,182,62,3,
17569,School E,1,,Spring,Reading,179,54,3,
25813,School E,1,,Fall,Reading,151,29,2,20
25813,School E,1,,Spring,Reading,173,38,2,
22255,School E,1,,Fall,Reading,159,53,3,19
22255,School E,1,,Spring,Reading,172,35,2,
14719,School E,1,,Fall,Reading,160,56,3,18
14719,School E,1,,Spring,Reading,177,49,2,
25157,School E,1,,Fall,Reading,172,86,4,16
25157,School E,1,,Spring,Reading,195,89,4,
15352,School E,1,,Fall,Reading,161,59,3,18
15352,School E,1,,Spring,Reading,185,70,3,
12611,School E,1,,Fall,Reading,145,15,1,22
12611,School E,1,,Spring,Reading,162,14,1,
11176,School E,1,,Fall,Reading,161,59,3,18
11176,School E,1,,Spring,Reading,191,82,4,
27184,School E,1,,Fall,Reading,164,68,3,18
27184,School E,1,,Spring,Reading,174,40,2,
22262,School E,1,,Fall,Reading,171,84,4,16
22262,School E,1,,Spring,Reading,195,89,4,
20244,School E,1,,Fall,Reading,172,86,4,16
20244,School E,1,,Spring,Reading,197,91,4,
20538,School E,1,,Fall,Reading,176,92,4,15
20538,School E,1,,Spring,Reading,192,84,4,
20765,School E,1,,Fall,Reading,147,19,1,21
20765,School E,1,,Spring,Reading,157,8,1,
24547,School E,1,,Fall,Reading,174,89,4,15
24547,School E,1,,Spring,Reading,190,81,4,
27378,School G,1,,Fall,Reading,177,93,4,15
27378,School G,1,,Spring,Reading,187,74,3,
24398,School G,1,SPED,Fall,Reading,142,10,1,22
24398,School G,1,SPED,Spring,Reading,151,3,1,
20877,School G,1,,Fall,Reading,158,50,3,19
20877,School G,1,,Spring,Reading,188,77,4,
11112,School G,1,,Fall,Reading,184,98,4,13
11112,School G,1,,Spring,Reading,204,97,4,
18553,School G,1,,Fall,Reading,165,70,3,17
18553,School G,1,,Spring,Reading,190,81,4,
14503,School G,1,,Fall,Reading,171,84,4,16
14503,School G,1,,Spring,Reading,187,74,3,
24393,School G,1,,Fall,Reading,161,59,3,18
24393,School G,1,,Spring,Reading,183,65,3,
10478,School G,1,,Fall,Reading,162,62,3,18
10478,School G,1,,Spring,Reading,178,51,3,
23410,School G,1,,Fall,Reading,171,84,4,16
23410,School G,1,,Spring,Reading,190,81,4,
20834,School G,1,,Fall,Reading,152,32,2,20
20834,School G,1,,Spring,Reading,163,16,1,
28059,School G,1,,Fall,Reading,162,62,3,18
28059,School G,1,,Spring,Reading,184,67,3,
28711,School G,1,,Fall,Reading,169,80,4,16
28711,School G,1,,Spring,Reading,186,72,3,
18632,School G,1,,Fall,Reading,159,53,3,19
18632,School G,1,,Spring,Reading,175,43,2,
19555,School G,1,,Fall,Reading,157,46,2,19
19555,School G,1,,Spring,Reading,185,70,3,
18507,School G,1,,Fall,Reading,177,93,4,15
18507,School G,1,,Spring,Reading,200,94,4,
19823,School G,1,,Fall,Reading,158,50,3,19
19823,School G,1,,Spring,Reading,168,26,2,
16888,School G,1,,Fall,Reading,172,86,4,16
16888,School G,1,,Spring,Reading,197,91,4,
28657,School G,1,,Fall,Reading,162,62,3,18
28657,School G,1,,Spring,Reading,176,46,2,
19411,School G,1,,Fall,Reading,168,78,4,17
19411,School G,1,,Spring,Reading,191,82,4,
28455,School G,1,,Fall,Reading,182,97,4,14
28455,School G,1,,Spring,Reading,187,74,3,
10543,School G,1,,Fall,Reading,172,86,4,16
10543,School G,1,,Spring,Reading,193,86,4,
20740,School G,1,,Fall,Reading,158,50,3,19
20740,School G,1,,Spring,Reading,170,30,2,
12453,School G,1,,Fall,Reading,163,65,3,18
12453,School G,1,,Spring,Reading,181,60,3,
27916,School G,1,,Fall,Reading,162,62,3,18
27916,School G,1,,Spring,Reading,178,51,3,
15021,School G,1,,Fall,Reading,173,88,4,16
15021,School G,1,,Spring,Reading,199,93,4,
10791,School G,1,,Fall,Reading,155,40,2,20
10791,School G,1,,Spring,Reading,168,26,2,
18483,School G,1,,Fall,Reading,183,97,4,13
18483,School G,1,,Spring,Reading,201,95,4,
22559,School G,1,,Fall,Reading,165,70,3,17
22559,School G,1,,Spring,Reading,169,28,2,
17730,School G,1,,Fall,Reading,156,43,2,19
17730,School G,1,,Spring,Reading,167,23,1,
26468,School E,1,,Fall,Reading,175,91,4,15
26468,School E,1,,Spring,Reading,191,82,4,
25212,School E,1,,Fall,Reading,190,99,4,12
25212,School E,1,,Spring,Reading,202,95,4,
27715,School E,1,,Fall,Reading,173,88,4,16
27715,School E,1,,Spring,Reading,173,38,2,
10574,School E,1,,Fall,Reading,170,82,4,16
10574,School E,1,,Spring,Reading,188,77,4,
14892,School E,1,,Fall,Reading,193,99,4,11
14892,School E,1,,Spring,Reading,197,91,4,
14598,School E,1,,Fall,Reading,156,43,2,19
14598,School E,1,,Spring,Reading,181,60,3,
20680,School E,1,,Fall,Reading,170,82,4,16
20680,School E,1,,Spring,Reading,195,89,4,
13484,School G,1,Tier 2,Fall,Reading,145,15,1,22
13484,School G,1,Tier 2,Spring,Reading,143,1,1,
19375,School E,1,,Fall,Reading,182,97,4,14
19375,School E,1,,Spring,Reading,202,95,4,
14487,School E,1,,Fall,Reading,171,84,4,16
14487,School E,1,,Spring,Reading,187,74,3,
25645,School G,1,,Fall,Reading,165,70,3,17
25645,School G,1,,Spring,Reading,189,79,4,
26449,School G,1,,Fall,Reading,159,53,3,19
26449,School G,1,,Spring,Reading,174,40,2,
16350,School G,1,,Spring,Reading,167,23,1,
18783,School G,1,Tier 2,Spring,Reading,140,1,1,
19573,School G,1,Tier 2,Spring,Reading,156,7,1,
14523,School G,1,,Spring,Reading,189,79,4,
29073,School E,1,,Spring,Reading,215,99,4,
10550,School G,1,,Spring,Reading,173,38,2,
28485,School E,1,,Spring,Reading,208,98,4,
17706,School E,1,SPED,Spring,Reading,156,7,1,
22335,School F,1,,Spring,Reading,182,62,3,
25653,School E,1,,Spring,Reading,180,57,3,
19414,School G,1,,Spring,Reading,194,87,4,
10871,School E,1,,Spring,Reading,186,72,3,
10128,School E,1,,Spring,Reading,203,96,4,
19396,School E,1,,Spring,Reading,164,17,1,
21938,School E,1,,Spring,Reading,199,93,4,
26409,School E,1,Tier 2,Spring,Reading,151,3,1,
27548,School E,1,,Spring,Reading,207,98,4,
23610,School E,1,,Spring,Reading,208,98,4,
16050,School E,1,,Spring,Reading,183,65,3,
15395,School E,1,,Spring,Reading,198,92,4,
18691,School E,1,,Spring,Reading,187,74,3,
12528,School F,1,,Spring,Reading,165,19,1,
26710,School E,1,,Spring,Reading,194,87,4,
26013,School G,1,,Spring,Reading,150,3,1,
16803,School F,1,,Spring,Reading,165,19,1,
26333,School E,1,,Spring,Reading,160,11,1,
27476,School E,1,,Spring,Reading,201,95,4,
13051,School E,1,,Spring,Reading,181,60,3,
14842,School F,1,,Spring,Reading,180,57,3,
18256,School E,1,,Spring,Reading,180,57,3,
13200,School E,1,,Spring,Reading,186,72,3,
10586,School E,1,,Spring,Reading,170,30,2,
15697,School E,1,,Spring,Reading,205,97,4,
21255,School E,1,,Spring,Reading,196,90,4,
23579,School E,1,,Spring,Reading,205,97,4,
27945,School E,1,,Spring,Reading,177,49,2,
24912,School F,1,,Spring,Reading,169,28,2,
11286,School F,1,,Spring,Reading,177,49,2,
18174,School F,1,,Spring,Reading,180,57,3,
12877,School F,1,,Spring,Reading,165,19,1,
19448,School F,1,,Spring,Reading,201,95,4,
14293,School F,1,,Spring,Reading,191,82,4,
19599,School F,1,,Spring,Reading,173,38,2,
23892,School G,1,,Spring,Reading,174,40,2,
21223,School F,1,,Spring,Reading,179,54,3,
16592,School F,1,,Spring,Reading,158,9,1,
23651,School F,1,,Spring,Reading,166,21,1,
21874,School G,1,Tier 2,Spring,Reading,161,13,1,
12892,School F,1,,Spring,Reading,175,43,2,
28467,School F,1,,Spring,Reading,181,60,3,
20849,School F,1,,Spring,Reading,163,16,1,
20347,School G,1,,Spring,Reading,185,70,3,
18088,School F,1,,Spring,Reading,200,94,4,
17521,School F,1,,Spring,Reading,182,62,3,
20383,School F,1,,Spring,Reading,177,49,2,
28939,School F,1,,Spring,Reading,185,70,3,
27970,School F,1,,Spring,Reading,178,51,3,
19052,School F,1,,Spring,Reading,184,67,3,
19463,School F,1,,Spring,Reading,186,72,3,
17787,School F,1,,Spring,Reading,178,51,3,
28086,School F,1,,Spring,Reading,168,26,2,
16895,School F,1,,Fall,Reading,157,46,2,19
16895,School F,1,,Spring,Reading,182,62,3,
10475,School F,1,,Fall,Reading,151,29,2,20
10475,School F,1,,Spring,Reading,182,62,3,
21752,School F,1,,Fall,Reading,163,65,3,18
21752,School F,1,,Spring,Reading,176,46,2,
27979,School F,1,,Fall,Reading,164,68,3,18
27979,School F,1,,Spring,Reading,182,62,3,
10642,School F,1,,Fall,Reading,146,17,1,22
10642,School F,1,,Spring,Reading,172,35,2,
10931,School F,1,,Fall,Reading,185,98,4,13
10931,School F,1,,Spring,Reading,197,91,4,
16237,School F,1,,Fall,Reading,157,46,2,19
16237,School F,1,,Spring,Reading,186,72,3,
17262,School F,1,SPED,Fall,Reading,151,29,2,20
17262,School F,1,SPED,Spring,Reading,155,6,1,
10035,School F,1,SPED,Fall,Reading,148,21,1,21
10035,School F,1,SPED,Spring,Reading,157,8,1,
13530,School F,1,,Fall,Reading,150,26,2,21
13530,School F,1,,Spring,Reading,171,33,2,
21569,School F,1,,Fall,Reading,173,88,4,16
21569,School F,1,,Spring,Reading,190,81,4,
11387,School F,1,,Fall,Reading,160,56,3,18
11387,School F,1,,Spring,Reading,179,54,3,
20850,School F,1,,Fall,Reading,156,43,2,19
20850,School F,1,,Spring,Reading,165,19,1,
18249,School F,1,,Fall,Reading,164,68,3,18
18249,School F,1,,Spring,Reading,173,38,2,
16171,School F,1,,Fall,Reading,139,7,1,23
16171,School F,1,,Spring,Reading,150,3,1,
26927,School F,1,Tier 2,Fall,Reading,174,89,4,15
26927,School F,1,Tier 2,Spring,Reading,159,10,1,
19893,School F,1,,Fall,Reading,176,92,4,15
19893,School F,1,,Spring,Reading,200,94,4,
28945,School F,1,,Fall,Reading,165,70,3,17
28945,School F,1,,Spring,Reading,183,65,3,
10335,School F,1,,Fall,Reading,167,76,4,17
10335,School F,1,,Spring,Reading,194,87,4,
12562,School F,1,,Fall,Reading,148,21,1,21
12562,School F,1,,Spring,Reading,163,16,1,
10555,School F,1,,Fall,Reading,185,98,4,13
10555,School F,1,,Spring,Reading,193,86,4,
26199,School F,1,,Fall,Reading,165,70,3,17
26199,School F,1,,Spring,Reading,175,43,2,
17332,School F,1,SPED,Fall,Reading,163,65,3,18
17332,School F,1,SPED,Spring,Reading,190,81,4,
19566,School F,1,,Fall,Reading,162,62,3,18
19566,School F,1,,Spring,Reading,178,51,3,
12008,School E,1,,Fall,Reading,188,99,4,12
12008,School E,1,,Spring,Reading,201,95,4,
16079,School E,1,,Fall,Reading,170,82,4,16
16079,School E,1,,Spring,Reading,178,51,3,
25783,School G,1,,Fall,Reading,151,29,2,21
25783,School G,1,,Spring,Reading,176,46,2,
25993,School G,1,,Fall,Reading,146,17,1,22
25993,School G,1,,Spring,Reading,159,10,1,
13161,School G,1,,Fall,Reading,174,89,4,15
13161,School G,1,,Spring,Reading,186,72,3,
28825,School G,1,Tier 2,Fall,Reading,149,24,1,21
28825,School G,1,Tier 2,Spring,Reading,169,28,2,
11784,School E,1,,Fall,Reading,160,56,3,18
11784,School E,1,,Spring,Reading,182,62,3,
19604,School G,1,,Fall,Reading,170,82,4,16
19604,School G,1,,Spring,Reading,182,62,3,
29614,School G,1,,Fall,Reading,146,17,1,22
29614,School G,1,,Spring,Reading,174,40,2,
16569,School F,1,,Fall,Reading,181,96,4,14
16569,School F,1,,Spring,Reading,192,84,4,
10434,School E,1,,Fall,Reading,197,99,4,10
10434,School E,1,,Spring,Reading,215,99,4,
28058,School E,1,,Fall,Reading,177,93,4,15
28058,School E,1,,Spring,Reading,202,95,4,
13638,School E,1,,Fall,Reading,160,56,3,18
13638,School E,1,,Spring,Reading,180,57,3,
17286,School E,1,,Fall,Reading,186,99,4,13
17286,School E,1,,Spring,Reading,201,95,4,
17573,School E,1,,Fall,Reading,175,91,4,15
17573,School E,1,,Spring,Reading,198,92,4,
22704,School G,1,Tier 2,Fall,Reading,136,4,1,24
22704,School G,1,Tier 2,Spring,Reading,140,1,1,
24086,School G,1,,Fall,Reading,155,40,2,20
24086,School G,1,,Spring,Reading,168,26,2,
21265,School G,1,,Fall,Reading,137,5,1,24
21265,School G,1,,Spring,Reading,169,28,2,
13826,School G,1,,Fall,Reading,160,56,3,18
13826,School G,1,,Spring,Reading,164,18,1,
25946,School G,1,,Fall,Reading,149,24,1,21
25946,School G,1,,Spring,Reading,184,67,3,
29065,School G,1,,Fall,Reading,154,37,2,20
29065,School G,1,,Spring,Reading,166,21,1,
17405,School E,1,Tier 2,Fall,Reading,143,12,1,22
17405,School E,1,Tier 2,Spring,Reading,127,1,1,
28865,School G,1,Tier 2,Fall,Reading,152,31,2,20
28865,School G,1,Tier 2,Spring,Reading,168,26,2,
26750,School G,1,,Fall,Reading,163,65,3,18
26750,School G,1,,Spring,Reading,190,81,4,
13874,School G,1,Tier 2,Fall,Reading,147,19,1,21
13874,School G,1,Tier 2,Spring,Reading,158,9,1,
17960,School G,1,,Fall,Reading,158,50,3,19
17960,School G,1,,Spring,Reading,179,54,3,
24766,School E,1,,Fall,Reading,164,68,3,18
24766,School E,1,,Spring,Reading,179,54,3,
13193,School E,1,,Fall,Reading,169,80,4,16
13193,School E,1,,Spring,Reading,196,90,4,
15315,School E,1,,Fall,Reading,191,99,4,12
15315,School E,1,,Spring,Reading,213,99,4,
24926,School E,1,,Fall,Reading,175,91,4,15
24926,School E,1,,Spring,Reading,197,91,4,
23027,School E,1,,Fall,Reading,174,89,4,15
23027,School E,1,,Spring,Reading,196,90,4,
16015,School E,1,,Fall,Reading,165,70,3,17
16015,School E,1,,Spring,Reading,178,51,3,
24821,School G,1,,Fall,Reading,194,99,4,11
24821,School G,1,,Spring,Reading,210,99,4,
23592,School G,1,,Fall,Reading,152,31,2,20
23592,School G,1,,Spring,Reading,162,14,1,
18398,School G,1,,Fall,Reading,175,91,4,15
18398,School G,1,,Spring,Reading,198,92,4,
18791,School F,1,,Fall,Reading,156,43,2,19
18791,School F,1,,Spring,Reading,175,43,2,
16610,School G,1,,Fall,Reading,163,65,3,18
16610,School G,1,,Spring,Reading,175,43,2,
22618,School F,1,,Fall,Reading,153,34,2,20
22618,School F,1,,Spring,Reading,168,26,2,
